time_s,episodes_done,total_steps,avg_return_window,avg_len_window,fps,mean_vx_b,timeout_pct,non_timeout_pct
30.031,1654,6799360,-73.375873,763.160000,226411.82,0.001270,0.00,100.00
60.048,10876,14065664,-64.986301,809.770000,234238.70,-0.000383,80.60,19.40
30.026,1866,7577600,-72.637395,815.550000,252367.25,0.001454,0.00,100.00
60.040,11477,15327232,-50.176317,860.380000,255285.37,0.000062,80.13,19.87
90.040,20430,22609920,-135.795585,810.020000,251109.25,-0.001336,80.57,19.43
120.051,28947,29671424,-62.330653,839.710000,247157.28,-0.000968,79.89,20.11
150.076,37112,36716544,-86.026208,815.140000,244653.63,-0.001129,79.26,20.74
180.088,45116,43720704,-70.514263,821.290000,242774.50,0.000939,78.46,21.54
210.116,53043,50700288,-94.485152,827.010000,241296.59,-0.000515,78.09,21.91
240.130,61048,57679872,-57.205705,865.050000,240202.70,-0.001059,78.45,21.55
270.144,67784,64659456,-76.964043,885.490000,239351.46,0.001399,75.60,24.40
300.150,75573,71483392,-115.267807,886.370000,238158.63,-0.000575,79.31,20.69
330.172,81432,76570624,-65.073247,882.520000,231911.06,0.002581,78.19,21.81
360.202,86455,81289216,-112.859843,910.080000,225676.76,0.000966,76.33,23.67
390.270,90397,84508672,8.733727,906.580000,216539.12,-0.071254,76.94,23.06
420.320,93090,87564288,142.890138,1000.000000,208327.78,-0.075010,94.36,5.64
450.400,96402,90611712,446.423787,1000.000000,201180.39,0.015065,99.97,0.03
480.459,99548,93716480,1116.843068,1000.000000,195056.26,0.323249,100.00,0.00
510.489,102198,96739328,1850.691096,997.460000,189503.41,0.649782,99.92,0.08
540.523,105541,99655680,1961.863218,1000.000000,184369.06,0.667299,96.08,3.92
570.527,108335,102588416,1900.966644,1000.000000,179813.49,0.610460,99.79,0.21
600.564,111022,105586688,1908.551376,1000.000000,175812.48,0.242123,100.00,0.00
630.640,114523,108544000,2202.523164,1000.000000,172117.26,0.133484,99.97,0.03
660.702,117182,111558656,1893.454177,1000.000000,168848.66,-0.070371,99.89,0.11
690.719,119926,114565120,1539.779846,1000.000000,165863.47,-0.042494,99.64,0.36
720.793,123510,117538816,1396.134221,981.820000,163068.78,0.022300,99.69,0.31
750.807,126085,120537088,1219.645084,990.690000,160543.42,0.187645,99.46,0.54
780.810,129344,123510784,1231.078721,998.040000,158182.90,0.131983,99.36,0.64
810.861,132442,126484480,1444.167347,991.760000,155987.83,0.047193,98.29,1.71
840.874,134980,129449984,1352.528802,1000.000000,153946.88,0.048755,99.49,0.51
870.893,138238,132333568,1324.324711,1000.000000,151951.50,0.162924,99.94,0.06
900.995,141038,135151616,1527.359581,986.150000,150002.57,0.192977,99.36,0.64
931.024,143505,137961472,1698.406000,984.980000,148182.44,0.083703,97.77,2.23
961.048,146767,140722176,1641.025285,983.070000,146425.79,0.085157,98.74,1.26
