time_s,episodes_done,total_steps,avg_return_window,avg_len_window,fps,mean_vx_b,timeout_pct,non_timeout_pct
30.020,1724,7266304,-89.046711,782.570000,242050.74,-0.000897,0.00,100.00
60.028,10877,14213120,-88.574141,805.490000,236774.28,-0.000957,81.51,18.49
90.035,19347,21020672,-132.368353,833.100000,233471.58,-0.000194,82.00,18.00
120.072,27410,27779072,-69.058486,785.910000,231353.14,0.000007,79.14,20.86
150.085,35273,34627584,-89.853218,835.330000,230719.53,-0.001759,79.63,20.37
180.099,43329,41738240,-67.355557,860.070000,231751.78,0.000857,78.60,21.40
210.103,49556,48701440,-159.408538,926.720000,231798.13,-0.001115,71.98,28.02
240.106,57384,55345152,-131.850471,898.680000,230502.86,-0.001045,79.33,20.67
270.132,64782,61693952,-66.785537,879.400000,228384.34,0.001678,78.40,21.60
300.180,70333,66347008,-103.955237,876.580000,221024.18,-0.002177,79.67,20.33
330.230,75081,71057408,-64.555611,838.630000,215175.58,-0.000502,74.64,25.36
360.274,80625,75735040,-72.785884,849.300000,210214.85,0.000342,79.16,20.84
390.304,85426,80371712,-81.639334,912.790000,205920.84,0.000313,76.36,23.64
420.340,89698,83853312,12.412624,834.550000,199489.15,-0.021151,78.33,21.67
450.392,92329,86859776,123.442052,1000.000000,192853.59,-0.071963,93.31,6.69
480.436,95140,89882624,417.847042,1000.000000,187085.45,-0.020732,99.93,0.07
510.466,98752,92979200,804.630646,1000.000000,182145.87,0.078568,100.00,0.00
540.533,101377,96002048,1240.135157,1000.000000,177606.14,0.386570,99.96,0.04
570.556,104793,99008512,1811.223682,1000.000000,173529.91,0.552467,99.91,0.09
600.576,107709,102064128,1513.839896,1000.000000,169943.85,0.291726,99.97,0.03
630.621,110473,105136128,1363.847389,1000.000000,166718.34,0.068629,99.64,0.36
660.647,113998,108167168,1223.492771,1000.000000,163729.22,0.114171,99.66,0.34
690.730,116763,111214592,1200.581494,983.700000,161010.28,0.060422,99.10,0.90
720.778,119611,114278400,1267.944042,992.500000,158548.60,0.025172,99.26,0.74
750.806,123175,117276672,1131.722450,967.830000,156200.94,0.042822,98.99,1.01
780.826,125867,120340480,930.191338,969.460000,154119.42,0.015330,97.81,2.19
810.860,129408,123396096,987.308795,992.240000,152179.30,0.051027,98.73,1.27
840.900,132173,126296064,940.211007,1000.000000,150191.60,0.091821,99.57,0.43
870.945,134724,129196032,798.007410,1000.000000,148340.11,0.055413,99.18,0.82
900.991,138045,132071424,861.421308,965.740000,146584.67,0.101765,99.01,0.99
931.071,140858,134963200,889.809341,999.950000,144954.75,0.068277,96.98,3.02
961.144,143444,137863168,976.302610,998.220000,143436.58,0.100391,98.65,1.35
991.166,146822,140738560,1173.384539,998.670000,141992.93,0.229489,98.55,1.45
1021.193,149501,143622144,1334.447151,993.480000,140641.47,0.276897,97.76,2.24
1051.227,152194,146505728,1512.122849,1000.000000,139366.34,0.228807,97.85,2.15
1081.279,155562,149348352,1442.722419,992.220000,138121.96,0.247868,98.96,1.04
1111.319,158133,152199168,1711.143386,988.770000,136953.62,0.235544,97.39,2.61
1141.326,160856,155066368,2132.910970,983.140000,135865.11,0.230028,95.74,4.26
1171.373,164334,157908992,2419.272186,992.300000,134806.72,0.414799,96.15,3.85
1201.470,166861,160759808,2642.492620,970.530000,133802.63,0.460991,93.51,6.49
1231.489,169590,163594240,2836.654496,965.530000,132842.61,0.589151,92.23,7.77
1261.569,172955,166453248,3593.560247,990.150000,131941.46,0.964245,96.37,3.63
1291.629,175492,169312256,4529.117245,987.330000,131084.24,1.256440,96.96,3.04
1321.693,178750,172122112,4789.358957,984.460000,130228.52,1.388021,98.77,1.23
1351.721,181501,174964736,5056.696525,980.850000,129438.51,1.447808,98.87,1.13
1381.748,184061,177848320,5127.605592,973.310000,128712.52,1.486438,99.49,0.51
1411.755,187281,180699136,5333.152360,991.270000,127996.06,1.490817,99.75,0.25
1441.823,190035,183525376,5452.276313,1000.000000,127287.04,1.515662,99.09,0.91
1471.855,192606,186384384,5509.789048,1000.000000,126632.29,1.528305,99.88,0.12
1501.880,195737,189210624,5558.112925,1000.000000,125982.51,1.542238,99.71,0.29
1531.966,198519,192053248,5573.087402,994.410000,125363.91,1.543726,99.75,0.25
1561.978,201090,194887680,5645.994341,1000.000000,124769.78,1.558679,99.73,0.27
1591.990,204275,197722112,5602.442211,992.850000,124198.10,1.564369,99.78,0.22
1622.058,206986,200548352,5694.360818,993.080000,123638.23,1.602304,99.52,0.48
1652.115,209642,203399168,5803.266924,1000.000000,123114.40,1.634242,99.59,0.41
1682.124,212825,206233600,5864.991045,1000.000000,122603.12,1.648215,99.65,0.35
1712.205,215535,209125376,5888.404917,1000.000000,122138.06,1.657580,99.52,0.48
1742.225,218217,211976192,5835.959427,992.400000,121669.80,1.663519,99.55,0.45
1772.269,221473,214802432,5963.382822,1000.000000,121201.93,1.661680,99.45,0.55
1802.271,223999,217571328,5805.929604,991.250000,120720.68,1.530639,98.46,1.54
1832.292,226676,220389376,5958.406956,1000.000000,120280.67,1.237455,99.18,0.82
1862.353,230024,223272960,4409.725948,1000.000000,119887.59,1.175846,99.61,0.39
1892.380,232590,226148352,2235.995359,1000.000000,119504.72,1.494561,97.78,2.22
1922.446,235303,229031936,5990.549687,991.720000,119135.71,1.713005,99.00,1.00
1952.515,238613,231858176,5609.892724,991.940000,118748.48,1.724961,99.34,0.66
1982.535,241185,234717184,6108.810562,998.160000,118392.48,1.796577,97.78,2.22
2012.601,243887,237535232,6115.715636,997.700000,118023.99,1.787011,97.63,2.37
2042.658,247144,240386048,6107.357377,984.730000,117682.96,1.758436,98.59,1.41
2072.743,249773,243261440,6208.368247,994.360000,117362.10,1.816500,97.64,2.36
2102.804,252988,246095872,6276.638770,991.930000,117032.22,1.819448,97.51,2.49
2132.814,255722,248922112,6260.198351,986.420000,116710.66,1.868559,97.81,2.19
2162.829,258165,251584512,6240.774309,991.690000,116321.95,1.936021,97.42,2.58
2192.874,261087,254083072,6467.390986,991.980000,115867.62,1.918128,98.15,1.85
2222.972,263526,256598016,6520.004621,992.040000,115430.18,1.916069,97.91,2.09
2252.985,265832,259121152,6678.774946,1000.000000,115012.37,1.946090,97.35,2.65
2283.014,268221,261603328,6607.069124,996.570000,114586.80,2.006149,97.99,2.01
2313.101,271147,264110080,6699.251895,993.640000,114180.08,1.999347,98.26,1.74
2343.160,273460,266633216,6783.278804,995.350000,113792.15,2.045904,97.28,2.72
2373.170,275851,269148160,6804.220071,988.470000,113412.94,2.106205,97.74,2.26
2403.191,278662,271646720,6974.580258,990.720000,113035.82,2.078668,98.33,1.67
2433.294,281115,274169856,7116.118599,1000.000000,112674.36,2.116262,98.53,1.47
2463.381,283447,276709376,7139.971467,991.360000,112329.10,2.146922,97.94,2.06
2493.428,286298,279232512,7157.325942,986.040000,111987.41,2.146343,97.86,2.14
2523.495,288837,281788416,7112.566003,973.560000,111665.91,2.158811,97.95,2.05
2553.580,291288,284418048,7413.773833,998.730000,111380.11,2.201479,96.70,3.30
2583.592,294246,287031296,7490.971223,993.590000,111097.77,2.218037,98.17,1.83
2613.629,296821,289669120,7558.507622,999.790000,110830.22,2.225723,97.71,2.29
2643.733,299270,292331520,7485.253958,987.430000,110575.28,2.319846,97.51,2.49
2673.814,302301,294977536,7745.883799,1000.000000,110320.89,2.361402,97.92,2.08
2703.830,304835,297615360,7821.482581,993.800000,110071.76,2.335465,98.03,1.97
2733.912,307306,300285952,7728.169748,983.290000,109837.45,2.399172,97.29,2.71
2763.944,309913,302931968,7926.161255,997.420000,109601.35,2.411248,97.89,2.11
2793.947,312864,305545216,7851.936481,989.070000,109359.72,2.410226,98.92,1.08
2824.015,315260,308191232,8043.980400,1000.000000,109132.31,2.459785,99.42,0.58
2854.037,317835,310829056,8036.518059,992.230000,108908.57,2.451101,99.22,0.78
2884.064,320835,313475072,8037.358295,1000.000000,108692.14,2.448657,99.73,0.27
2914.130,323206,316096512,8154.264570,1000.000000,108470.28,2.464495,99.45,0.55
