time_s,episodes_done,total_steps,avg_return_window,avg_len_window,fps,mean_vx_b,timeout_pct,non_timeout_pct
30.023,1050,4833280,-10.211165,554.090000,160983.32,-0.000664,0.00,100.00
60.024,8659,9625600,-91.419366,632.520000,160361.64,-0.000287,85.37,14.63
90.054,10984,14524416,-37.662223,833.530000,161285.07,-0.000435,45.63,54.37
120.075,18174,19275776,-89.069069,801.940000,160530.65,0.001457,85.03,14.97
150.103,21202,23994368,-41.879948,937.790000,159852.86,-0.002950,58.93,41.07
180.119,27844,28377088,-76.139411,808.420000,157546.52,0.000644,84.49,15.51
210.168,34178,32792576,-118.331275,971.820000,156029.94,0.000008,81.72,18.28
240.184,37501,37306368,-93.895902,870.990000,155324.16,0.000646,68.08,31.92
270.189,43309,41721856,-62.673896,821.650000,154417.28,0.001087,82.22,17.78
300.192,47295,46178304,-97.192988,892.150000,153829.46,-0.001074,71.75,28.25
330.241,52793,50520064,-137.272088,842.960000,152979.27,0.001022,80.52,19.48
360.278,57004,54919168,-96.609321,891.480000,152435.44,-0.000064,74.31,25.69
390.294,62317,59252736,-57.941243,849.200000,151815.81,0.000368,80.50,19.50
420.331,66663,63692800,-75.981806,897.600000,151530.22,0.000645,76.24,23.76
450.358,71930,68059136,-111.805402,870.090000,151122.43,-0.001185,80.85,19.15
480.409,76504,72507392,-112.768916,863.500000,150928.59,-0.000470,75.52,24.48
510.459,81712,76898304,-118.043553,889.640000,150645.44,-0.000217,79.33,20.67
540.470,86330,81272832,-73.335928,888.350000,150374.32,-0.002003,76.12,23.88
570.511,90052,84303872,-14.372932,877.750000,147768.97,-0.063140,77.40,22.60
600.515,92542,87162880,118.591253,1000.000000,145146.82,-0.104011,97.15,2.85
630.530,95230,90071040,422.249765,1000.000000,142849.62,-0.021733,100.00,0.00
660.573,98699,92979200,858.117123,1000.000000,140755.35,0.147608,100.00,0.00
690.646,101221,95879168,1342.721376,1000.000000,138825.24,0.399402,100.00,0.00
720.685,104503,98770944,1789.275825,1000.000000,137051.38,0.522451,99.97,0.03
750.748,107282,101638144,2253.047126,1000.000000,135382.59,0.627482,99.96,0.04
780.790,109812,104513536,2461.030052,990.300000,133856.07,0.798614,99.37,0.63
810.799,113112,107421696,2769.841532,995.830000,132488.65,0.503235,99.30,0.70
840.876,115942,110403584,1939.181125,1000.000000,131295.95,0.096352,99.54,0.46
870.937,118569,113336320,1029.808086,990.770000,130131.48,0.172147,99.73,0.27
900.958,122097,116252672,1173.577047,1000.000000,129032.22,0.209008,97.36,2.64
931.010,124800,119177216,1333.583471,986.840000,128008.46,0.410379,99.26,0.74
961.065,127491,122101760,2008.178382,961.550000,127048.35,0.723060,96.28,3.72
991.107,131064,124985344,3734.986916,964.070000,126106.77,1.085621,96.33,3.67
1021.148,133718,127885312,4341.840182,988.420000,125236.78,1.311412,95.14,4.86
1051.182,136419,130809856,4488.777170,995.170000,124440.70,1.417316,96.30,3.70
1081.260,139872,133709824,4676.819110,991.580000,123661.12,1.462365,99.22,0.78
1111.262,142454,136626176,4747.744796,1000.000000,122946.85,1.513934,99.61,0.39
1141.332,145758,139526144,4850.234957,988.450000,122248.50,1.555385,99.52,0.48
1171.367,148596,142450688,4990.826973,997.970000,121610.65,1.565687,98.91,1.09
1201.383,151225,145391616,4992.875458,973.850000,121020.21,1.608476,98.02,1.98
1231.395,154553,148324352,5230.398121,997.030000,120452.30,1.646955,97.96,2.04
1261.464,157383,151265280,5326.586417,992.920000,119912.52,1.739308,97.32,2.68
1291.505,160128,154230784,5591.624497,988.430000,119419.40,1.809734,96.32,3.68
1321.534,163559,157163520,5770.451478,983.830000,118925.08,1.860315,96.47,3.53
1351.571,166448,160137216,5910.846129,975.950000,118482.25,1.947626,91.93,8.07
1381.591,169271,163086336,5994.338522,964.650000,118042.38,2.033285,90.40,9.60
1411.621,172775,165994496,6270.671094,978.740000,117591.39,2.086393,92.41,7.59
1441.630,175552,168910848,6207.478598,942.500000,117166.54,2.170151,89.06,10.94
1471.706,178411,171802624,6307.062507,947.560000,116737.08,2.209144,88.56,11.44
1501.792,181973,174694400,6335.782699,943.640000,116323.97,2.209480,87.31,12.69
1531.847,184896,177594368,6083.869993,913.020000,115934.80,2.224047,80.88,19.12
1561.890,188318,180469760,6104.694937,913.620000,115545.78,2.213544,80.57,19.43
1591.930,191607,183394304,5412.791987,821.410000,115202.52,2.244797,75.05,24.95
1621.980,195020,186286080,5865.037558,878.370000,114851.00,2.183605,64.54,35.46
1652.043,198515,189210624,5388.669377,827.510000,114531.31,2.176806,67.25,32.75
1682.080,201798,192167936,5290.016437,824.430000,114244.26,2.216571,64.78,35.22
1712.118,205240,195108864,5857.653108,875.340000,113957.60,2.248912,66.62,33.38
1742.154,208566,198057984,5889.779451,871.330000,113685.68,2.358208,72.24,27.76
1772.167,211907,200966144,5905.639766,848.660000,113401.33,2.417077,68.75,31.25
1802.209,215248,203857920,6166.619543,871.930000,113115.56,2.474293,71.63,28.37
1832.233,218441,206790656,6034.084651,840.980000,112862.63,2.545511,74.79,25.21
1862.263,221756,209698816,6220.547065,843.930000,112604.31,2.566097,75.23,24.77
1892.308,225167,212705280,7070.928487,946.270000,112405.21,2.583034,75.36,24.64
1922.345,228359,215810048,6836.242513,910.770000,112263.95,2.658891,80.04,19.96
1952.417,231837,218882048,7064.120715,930.550000,112108.24,2.683273,82.35,17.65
1982.499,235135,222027776,6637.009799,877.910000,111993.87,2.711242,82.72,17.28
2012.524,238385,225157120,6776.245592,883.920000,111877.97,2.758532,85.91,14.09
2042.528,241784,228286464,7457.580717,945.590000,111766.63,2.769322,86.14,13.86
2072.547,244992,231383040,7432.744082,934.050000,111641.88,2.804950,87.19,12.81
2102.612,248295,234479616,7684.274642,959.310000,111518.26,2.863478,88.43,11.57
2132.664,251618,237592576,7850.956601,965.050000,111406.47,2.873776,90.55,9.45
2162.667,254737,240730112,7595.276546,937.650000,111311.68,2.751086,90.22,9.78
2192.709,258022,243851264,7802.860577,955.380000,111210.04,2.762582,92.97,7.03
2222.757,261170,246972416,7822.128303,987.630000,111110.85,2.912332,94.22,5.78
2252.844,264307,250052608,7350.769290,986.020000,110994.22,2.985868,95.28,4.72
2282.890,267081,252755968,8249.698881,981.870000,110717.52,3.022203,96.61,3.39
2312.933,269839,255492096,8134.681384,976.010000,110462.40,3.031914,95.61,4.39
2342.987,272674,258195456,8025.492684,970.780000,110199.26,2.988073,93.16,6.84
2373.047,275506,260907008,7997.643528,974.100000,109945.99,3.013133,92.37,7.63
2403.072,278263,263602176,7713.388363,943.500000,109693.83,3.045250,91.11,8.89
2433.151,281037,266305536,8251.775009,979.270000,109448.84,3.071242,93.29,6.71
2463.205,283866,269008896,8037.539751,951.930000,109210.93,3.071355,92.40,7.60
2493.241,286611,271695872,8191.048611,975.130000,108972.95,3.088569,93.77,6.23
2523.245,289414,274415616,8249.208730,973.130000,108755.02,3.074044,92.44,7.56
2553.277,292252,277127168,8210.125257,972.260000,108537.84,3.089535,91.75,8.25
2583.309,295031,279863296,8236.511178,974.460000,108335.18,3.146972,92.81,7.19
2613.396,297842,282583040,8151.084646,961.970000,108128.66,3.145316,92.35,7.65
2643.494,300760,285335552,8360.876158,971.520000,107938.78,3.174976,90.78,9.22
2673.582,303469,288038912,8124.642466,948.180000,107735.21,3.180417,92.32,7.68
2703.666,306350,290791424,8331.722598,965.490000,107554.48,3.166817,91.36,8.64
2733.702,309253,293511168,7987.804531,941.050000,107367.66,3.180514,91.90,8.10
2763.770,311976,296214528,8380.232386,971.730000,107177.70,3.181963,89.75,10.25
2793.830,314783,298934272,8298.141382,955.410000,106998.01,3.155575,92.03,7.97
2823.885,317639,301645824,8444.324720,979.330000,106819.43,3.089137,93.28,6.72
2853.956,320409,304373760,8322.864182,978.810000,106649.76,3.126862,91.88,8.12
2884.034,323190,307101696,8486.598076,1000.000000,106483.37,3.109671,93.89,6.11
2914.066,326020,309813248,8348.262927,986.800000,106316.49,3.139203,93.54,6.46
2944.143,328799,312565760,8375.343056,970.270000,106165.27,3.170092,93.99,6.01
2974.206,331645,315318272,8396.886978,969.320000,106017.65,3.210168,92.41,7.59
3004.254,334448,318038016,8497.968754,978.250000,105862.57,3.203877,94.83,5.17
3034.312,337139,320708608,8692.891367,980.070000,105694.03,3.232499,94.69,5.31
3064.395,339874,323371008,8605.008533,981.770000,105525.24,3.207512,94.66,5.34
3094.471,342651,326082560,8713.277021,982.130000,105375.86,3.263196,95.79,4.21
3124.493,345350,328753152,8257.626876,982.470000,105218.08,3.305207,95.18,4.82
3154.497,348069,331464704,8716.536339,987.090000,105076.90,3.296144,96.65,3.35
3184.569,350848,334168064,8818.419856,981.630000,104933.54,3.296952,97.27,2.73
3214.648,353623,336896000,8800.661841,980.190000,104800.27,3.247627,96.50,3.50
3244.725,356346,339607552,8647.211638,973.810000,104664.52,3.228730,96.92,3.08
3274.774,359137,342310912,8622.648442,987.970000,104529.62,3.255610,96.67,3.33
3304.862,361848,345014272,8604.894707,991.600000,104395.96,3.268219,97.20,2.80
3322.278,363360,346546176,8384.002003,974.750000,104309.82,3.321676,97.55,2.45
1769837070.182,CKPT,/home/adi/projects/CreativeMachinesAnt/Isaac/checkpoints/WSJ_att69_relu_5_2026-01-30_23-28-40/models/c001_b01_walk_plateau_2026-01-31_00-24-30
