time_s,episodes_done,total_steps,avg_return_window,avg_len_window,fps,mean_vx_b,timeout_pct,non_timeout_pct
30.010,1608,6742016,-77.076608,763.120000,224658.34,-0.000590,0.00,100.00
60.015,10696,13828096,-81.771037,776.350000,230411.84,0.001917,81.22,18.78
90.033,19248,20832256,-69.413060,832.740000,231384.95,-0.001002,80.38,19.62
120.044,27399,27713536,-93.951225,804.950000,230861.24,-0.000176,79.49,20.51
150.078,35274,34570240,-60.396414,814.600000,230348.20,0.000515,79.32,20.68
180.082,43366,41730048,-86.846030,815.950000,231727.86,0.001351,78.00,22.00
210.085,49804,48840704,-133.418085,893.680000,232480.25,-0.000710,72.70,27.30
240.102,57641,55590912,-109.048934,930.780000,231530.25,0.000126,79.95,20.05
270.124,65303,62242816,-130.943617,874.240000,230422.77,0.001123,78.73,21.27
300.134,71394,67493888,-68.586298,861.350000,224879.31,0.001370,78.71,21.29
330.134,76081,72056832,-53.236087,908.990000,218265.14,-0.000132,76.49,23.51
360.136,81088,76292096,-108.061103,910.000000,211842.22,0.000110,78.90,21.10
390.155,85550,80510976,-85.469272,914.970000,206356.39,0.000001,75.92,24.08
420.182,89394,83599360,-60.324251,859.870000,198960.10,-0.036074,76.10,23.90
450.198,91869,86212608,70.816185,992.650000,191499.41,-0.125565,86.83,13.17
480.269,94213,88915968,278.760336,1000.000000,185138.02,-0.059273,99.70,0.30
510.336,97491,91709440,541.955118,1000.000000,179704.09,0.022151,99.97,0.03
540.410,100162,94527488,941.467745,1000.000000,174918.13,0.186744,100.00,0.00
570.420,102562,97247232,1472.471470,1000.000000,170483.48,0.546392,99.25,0.75
600.475,105685,99893248,2196.759740,1000.000000,166356.91,0.743418,99.84,0.16
630.556,108297,102604800,1830.776429,994.550000,162721.19,0.389413,99.20,0.80
660.630,110646,105316352,1354.802149,983.670000,159418.08,0.380905,99.66,0.34
690.698,113876,108036096,1639.703655,988.550000,156415.92,0.404939,98.36,1.64
720.702,116581,110837760,1190.576750,1000.000000,153791.40,0.471030,99.04,0.96
750.708,118961,113598464,1386.100637,1000.000000,151321.77,0.294886,99.33,0.67
780.758,122234,116310016,1165.190036,993.830000,148970.61,0.116273,98.32,1.68
810.842,124902,119054336,1147.169989,991.550000,146828.11,-0.010653,96.74,3.26
840.901,127360,121839616,638.348921,1000.000000,144891.69,-0.004057,96.38,3.62
870.982,130621,124583936,570.734545,994.820000,143038.48,0.149440,99.11,0.89
901.013,133222,127361024,811.261563,977.600000,141353.08,0.278622,99.15,0.85
931.032,135714,130056192,1222.238060,985.770000,139690.39,0.286526,95.35,4.65
961.118,138565,132448256,1410.000375,988.160000,137806.50,0.396239,98.56,1.44
991.118,140986,134832128,1685.987967,962.790000,136040.47,0.210493,94.84,5.16
1021.166,143166,137248768,1913.875596,973.660000,134403.91,0.139347,96.15,3.85
1051.247,145923,139608064,1744.571212,970.040000,132802.28,0.162684,97.53,2.47
1081.323,148485,142016512,1885.824561,970.390000,131335.84,0.260111,95.78,4.22
1111.397,150756,144465920,1948.720050,931.990000,129985.92,0.378239,90.54,9.46
1141.422,153150,146907136,2072.807023,952.360000,128705.32,0.461780,88.85,11.15
1171.425,156208,149299200,2214.735277,954.120000,127450.93,0.587187,87.70,12.30
1201.495,158717,151748608,2459.890807,902.590000,126299.78,0.799805,81.19,18.81
1231.595,161157,154206208,2811.940957,935.150000,125208.57,0.920537,77.50,22.50
1261.688,164118,156622848,2973.430989,893.010000,124137.55,1.074198,79.30,20.70
1291.706,166906,159047680,3215.111584,915.840000,123129.97,1.252613,75.19,24.81
1321.754,169415,161480704,3384.548598,893.430000,122171.57,1.330927,68.75,31.25
1351.796,172087,163921920,4224.439044,962.930000,121262.30,1.495594,85.04,14.96
1381.873,174558,166338560,4529.580986,959.970000,120371.79,1.362035,92.76,7.24
1411.905,176995,168747008,4247.736023,966.020000,119517.27,0.927597,90.15,9.85
1441.994,179452,171171840,3760.064503,939.380000,118704.93,1.017168,89.05,10.95
1472.005,182094,173604864,3952.932116,962.520000,117937.70,1.176185,90.54,9.46
