time_s,episodes_done,total_steps,avg_return_window,avg_len_window,fps,mean_vx_b,timeout_pct,non_timeout_pct
30.044,1136,4956160,-8.061297,543.860000,164965.02,-0.001460,0.00,100.00
60.083,8698,9723904,-70.858848,595.570000,161841.80,0.000623,86.31,13.69
90.087,10919,14196736,-52.871366,808.830000,157589.66,-0.000118,43.04,56.96
120.096,17717,18374656,-111.186262,734.350000,152999.17,-0.000145,85.88,14.12
150.143,20452,22577152,-40.236483,845.110000,150370.99,0.002794,58.03,41.97
180.176,26553,26533888,-88.841074,772.840000,147266.74,-0.001571,84.37,15.63
210.234,29787,30851072,-75.406161,838.550000,146746.69,-0.001317,68.36,31.64
240.254,35775,35119104,-73.238034,843.540000,146174.67,-0.000192,83.92,16.08
270.309,39443,39493632,-148.335677,872.070000,146105.46,-0.000738,69.74,30.26
300.370,45154,43728896,-79.012979,850.910000,145583.37,-0.001151,82.86,17.14
330.383,49034,48062464,-108.733426,875.690000,145475.16,-0.001131,72.09,27.91
360.386,54437,52191232,-72.199626,896.240000,144820.46,-0.001843,81.57,18.43
390.390,58469,56434688,-55.845541,904.670000,144559.84,0.000424,74.01,25.99
420.409,63741,60612608,-82.063764,823.380000,144175.28,-0.000439,81.26,18.74
450.444,67922,64864256,-61.916602,890.920000,144000.66,0.000041,74.84,25.16
480.465,72889,68894720,-94.585721,893.920000,143391.76,0.001983,81.72,18.28
510.481,76955,72949760,-123.564025,923.890000,142903.90,-0.000611,76.40,23.60
540.486,81859,77037568,-122.792709,941.290000,142533.84,0.001428,80.53,19.47
570.538,86324,81272832,-113.299737,880.880000,142449.46,0.001621,75.09,24.91
600.599,89956,84189184,23.729979,877.960000,140175.47,-0.053868,79.03,20.97
630.608,92321,86933504,157.745791,1000.000000,137856.67,-0.091285,94.97,5.03
660.696,94905,89726976,384.952408,1000.000000,135806.72,-0.017653,99.85,0.15
690.699,98287,92528640,793.005673,1000.000000,133963.83,0.100823,100.00,0.00
720.707,100732,95346688,981.368668,1000.000000,132295.98,0.178612,100.00,0.00
750.780,103396,98189312,1035.320757,990.730000,130783.13,0.340733,99.96,0.04
780.824,106694,100933632,1693.861005,991.030000,129265.55,0.731768,99.48,0.52
810.859,109065,103661568,2807.954056,993.480000,127841.64,0.763148,99.87,0.13
840.943,111691,106455040,2348.443262,1000.000000,126590.15,0.145471,99.92,0.08
871.003,114989,109199360,1751.793734,991.580000,125372.01,0.167968,99.45,0.55
901.055,117449,112009216,1886.323089,982.330000,124308.94,0.050143,98.25,1.75
931.063,120743,114802688,1909.360183,984.060000,123302.81,-0.059971,98.82,1.18
961.120,123410,117563392,1784.453745,983.050000,122319.10,-0.079853,98.65,1.35
991.187,125828,120332288,1958.231144,981.850000,121402.16,-0.120681,98.76,1.24
1021.209,129213,123076608,1398.109110,885.130000,120520.48,0.070380,92.62,7.38
1051.256,131843,125853696,1110.324165,993.930000,119717.50,0.288930,92.28,7.72
1081.270,134221,128655360,1078.425042,1000.000000,118985.45,0.307836,97.81,2.19
1111.309,137598,131375104,818.459167,977.770000,118216.57,0.130808,98.70,1.30
1141.317,140226,134111232,885.652111,965.220000,117505.65,0.070625,95.97,4.03
1171.333,142733,136896512,916.770867,970.570000,116872.37,-0.005818,93.58,6.42
1201.349,146130,139640832,979.686360,963.180000,116236.71,0.021512,96.97,3.03
1231.396,148857,142409728,1015.914029,901.750000,115649.02,0.005079,91.82,8.18
1261.458,151452,145162240,1089.808129,944.330000,115074.96,-0.056722,90.48,9.52
1291.470,154911,147841024,1218.066360,944.020000,114474.96,-0.091592,90.58,9.42
1321.479,157839,150560768,1306.011586,881.120000,113933.50,-0.088972,80.70,19.30
1351.567,160850,153288704,1284.765745,821.910000,113415.54,-0.081951,71.14,28.86
1381.583,164874,156016640,1144.375252,691.040000,112925.98,0.108584,64.64,35.36
1411.602,168798,158720000,1196.409077,621.260000,112439.60,0.159927,49.15,50.85
1441.650,172756,161447936,1549.113279,662.670000,111988.28,0.197129,37.48,62.52
1471.678,176862,164175872,1626.632087,711.210000,111556.91,0.272701,41.50,58.50
1501.749,180656,166912000,1903.495410,687.230000,111145.10,0.417545,43.79,56.21
1531.816,183884,169672704,2483.173774,790.400000,110765.70,0.600044,51.64,48.36
1561.906,186874,172400640,3465.189503,850.520000,110378.39,0.818192,64.55,35.45
1591.907,190386,175112192,4124.653408,830.590000,110001.51,0.910650,64.05,35.95
1621.916,193876,177864704,3836.453681,787.980000,109663.30,1.003326,57.26,42.74
1651.921,196972,180633600,4326.082662,823.940000,109347.62,1.073910,58.13,41.87
1681.997,200125,183361536,4007.681316,846.860000,109014.20,1.149380,66.70,33.30
1712.046,203256,186064896,4202.371660,870.710000,108679.88,1.177029,72.15,27.85
1742.132,206216,188833792,4213.499093,884.780000,108392.36,1.232152,73.59,26.41
1772.138,209339,191578112,4730.200026,922.170000,108105.65,1.343279,76.29,23.71
1802.215,212473,194322432,4714.091666,872.540000,107824.23,1.371837,76.01,23.99
1832.262,215476,197107712,5017.679274,892.940000,107576.18,1.347895,73.27,26.73
1862.296,218879,200024064,5087.401213,913.980000,107407.22,1.339358,72.56,27.44
1892.380,222469,202964992,4517.911680,839.120000,107253.84,1.336223,67.59,32.41
1922.382,225900,205897728,4269.951783,831.550000,107105.54,1.398890,60.17,39.83
1952.441,229450,208830464,4991.135243,864.620000,106958.66,1.524645,61.50,38.50
1982.458,232853,211746816,5130.824683,851.110000,106810.27,1.601423,65.69,34.31
2012.469,236301,214654976,5354.803986,854.900000,106662.51,1.757710,64.27,35.73
2042.510,239621,217546752,5958.917238,903.440000,106509.54,1.839620,68.29,31.71
2072.516,242710,220471296,5990.261809,871.950000,106378.56,1.938823,75.17,24.83
2102.530,246075,223412224,6145.839542,880.310000,106258.73,2.006850,76.21,23.79
2132.595,249446,226312192,5973.845725,870.840000,106120.57,2.061697,74.47,25.53
2162.683,252665,229212160,6576.841801,915.220000,105985.11,2.144049,72.76,27.24
2192.749,255929,232136704,6668.681432,917.470000,105865.60,2.191839,74.44,25.56
2222.791,259375,235061248,6542.448367,873.640000,105750.48,2.159382,71.65,28.35
2252.843,262724,237944832,6308.302969,833.470000,105619.82,2.185798,72.26,27.74
2282.850,265963,240852992,6585.801997,856.380000,105505.42,2.232820,70.72,29.28
2312.938,269345,243752960,6341.918886,855.190000,105386.73,2.236660,71.58,28.42
2343.015,272641,246661120,6328.227583,803.040000,105275.07,2.259624,72.00,28.00
2373.065,275945,249577472,7349.353425,914.500000,105170.95,2.298677,72.49,27.51
2403.116,278828,252182528,7128.613110,893.440000,104939.79,2.343251,75.21,24.79
2433.162,281501,254746624,7128.676134,879.990000,104697.79,2.430485,81.53,18.47
2463.224,284250,257310720,7464.355200,893.120000,104460.93,2.456832,82.15,17.85
2493.238,287140,259850240,7481.490193,919.080000,104221.98,2.349584,82.32,17.68
2523.294,289849,262406144,8197.232533,965.460000,103993.48,2.400565,80.81,19.19
2553.314,292579,264962048,8131.272460,938.150000,103771.84,2.364594,80.48,19.52
2583.339,295500,267501568,8183.843160,917.930000,103548.77,2.406383,79.99,20.01
2613.407,298336,270073856,8069.005560,898.370000,103341.68,2.499250,75.45,24.55
2643.468,301478,272621568,7097.496072,796.720000,103130.27,2.504709,65.53,34.47
2673.570,304625,275169280,7564.397136,834.190000,102922.02,2.515769,62.02,37.98
2703.635,307576,277708800,7280.970585,849.850000,102716.83,2.532351,57.64,42.36
2733.650,310619,280256512,7551.850790,842.110000,102520.97,2.521579,58.53,41.47
2763.715,313725,282804224,7035.072841,839.080000,102327.56,2.471771,61.70,38.30
2793.806,316907,285335552,6367.359969,770.970000,102131.50,2.406591,57.27,42.73
2823.907,319927,287899648,7102.981236,851.730000,101950.81,2.434674,58.16,41.84
2853.989,323206,290422784,6587.876232,788.110000,101760.29,2.410704,54.18,45.82
2884.036,326453,292945920,6814.506974,825.470000,101575.00,2.415923,52.99,47.01
2914.074,329424,295510016,6560.814670,785.160000,101407.85,2.457528,55.60,44.40
2944.134,332518,298057728,6982.678817,821.000000,101237.84,2.415122,58.06,41.94
2974.139,335502,300605440,7447.699661,876.540000,101073.11,2.440564,66.05,33.95
3004.193,338136,303120384,7521.714730,864.220000,100899.12,2.382792,71.92,28.08
3034.268,340939,305676288,8079.566769,911.740000,100741.35,2.301639,79.27,20.73
3064.338,343918,308264960,8161.424105,926.670000,100597.58,2.228088,79.60,20.40
3089.063,346070,310370304,8021.106212,914.540000,100473.92,2.193864,78.95,21.05
1769836817.373,CKPT,/home/adi/projects/CreativeMachinesAnt/Isaac/checkpoints/WSJ_att69_relu_4_2026-01-30_23-28-22/models/c001_b01_walk_plateau_2026-01-31_00-20-17
1769836817.381,CKPT,/home/adi/projects/CreativeMachinesAnt/Isaac/checkpoints/WSJ_att69_relu_4_2026-01-30_23-28-22/models/c001_b01_walk_plateau_2026-01-31_00-20-17_for_play.pth
30.005,946,4349952,-2331.275078,496.570000,144973.77,-0.000803,0.00,100.00
60.036,8393,8577024,-4094.976196,878.750000,142864.69,-0.000437,85.52,14.48
90.052,10220,12820480,-3539.588150,751.560000,142368.27,0.000813,42.91,57.09
120.057,16984,16842752,-3076.269034,653.040000,140290.00,0.000590,84.76,15.24
150.057,19439,21069824,-3735.662554,795.460000,140412.10,-0.000034,57.39,42.61
180.085,25689,25157632,-3677.349598,789.800000,139698.93,-0.000430,84.58,15.42
210.099,28725,29376512,-4089.763757,866.060000,139822.07,0.001004,64.86,35.14
240.128,34519,33398784,-3704.036752,787.700000,139087.50,-0.001679,83.07,16.93
270.159,37956,37601280,-4123.420424,879.290000,139181.94,-0.000107,68.91,31.09
300.186,43433,41680896,-4116.325390,878.730000,138850.04,0.002615,82.09,17.91
330.228,47197,45924352,-4021.039217,861.890000,139068.48,-0.001037,72.22,27.78
360.249,52489,50085888,-4088.292236,872.450000,139031.12,0.000510,81.69,18.31
390.311,56412,54231040,-4160.676281,891.260000,138943.28,0.000274,75.15,24.85
420.344,61478,58277888,-4136.803508,885.090000,138643.31,-0.000369,80.96,19.04
450.393,65533,62390272,-4174.682037,886.240000,138523.94,0.003225,75.12,24.88
480.455,70489,66420736,-4242.463098,912.860000,138245.54,0.000079,79.14,20.86
510.474,75981,71827456,-4213.288328,892.330000,140707.33,-0.000221,74.14,25.86
540.531,81671,76718080,-4130.132204,880.690000,141931.06,0.001289,79.20,20.80
570.534,86051,80904192,-4305.291476,922.570000,141804.42,-0.000742,77.12,22.88
600.562,89800,84033536,-3916.888228,938.680000,139924.83,0.842963,80.81,19.19
630.633,92611,86786048,-3413.428481,923.070000,137617.26,2.361165,79.03,20.97
660.679,95157,89522176,-3189.066627,983.940000,135500.36,2.720737,90.77,9.23
690.703,98167,92266496,-2816.083380,982.510000,133583.44,2.731376,97.08,2.92
720.708,100925,95019008,-2669.125449,992.590000,131841.11,2.828715,97.46,2.54
750.784,103494,97771520,-2554.400717,982.040000,130225.98,3.000730,96.61,3.39
780.823,106496,100515840,-2584.697406,991.220000,128730.70,3.011231,97.63,2.37
810.903,109303,103301120,-2548.191628,984.900000,127390.19,3.046121,97.26,2.74
840.943,111831,106020864,-2524.553937,982.400000,126073.85,3.050365,96.80,3.20
870.945,114823,108740608,-2475.542741,982.490000,124853.52,2.997261,96.32,3.68
901.015,117556,111460352,-2462.526828,986.490000,123705.27,3.031147,96.56,3.44
931.023,120120,114212864,-2387.192576,983.740000,122674.61,3.077370,96.68,3.32
961.083,123115,116932608,-2351.345684,988.800000,121667.52,3.051681,96.36,3.64
991.162,125923,119742464,-2283.881058,992.580000,120810.21,3.106591,97.40,2.60
1021.189,128513,122535936,-2254.575718,995.930000,119993.38,3.139348,97.88,2.12
1051.217,131518,125313024,-2151.356395,984.650000,119207.62,3.099972,98.67,1.33
1081.306,134341,128131072,-2101.208328,993.580000,118496.62,3.138097,99.19,0.81
1111.363,136888,130908160,-2022.870060,1000.000000,117790.67,3.129762,99.10,0.90
1141.363,139887,133677056,-1970.561259,1000.000000,117120.50,3.063525,99.33,0.67
1171.374,142592,136372224,-1849.199109,985.500000,116420.73,2.992937,99.45,0.55
1201.388,145002,138985472,-1786.594257,997.570000,115687.41,2.945069,98.92,1.08
1231.417,147824,141557760,-1708.456953,994.880000,114955.20,2.874789,99.54,0.46
1261.479,150394,144154624,-1664.213644,1000.000000,114274.32,2.858289,99.34,0.66
1291.561,152819,146759680,-1604.845701,1000.000000,113629.72,2.856076,99.75,0.25
1321.592,155694,149348352,-1562.875229,984.120000,113006.39,2.854296,99.51,0.49
1351.652,158274,151969792,-1524.368947,984.750000,112432.66,2.871852,99.26,0.74
1381.672,160685,154591232,-1464.965002,1000.000000,111887.07,2.805330,99.38,0.62
1411.683,163546,157155328,-1384.872420,989.990000,111324.80,2.751045,99.41,0.59
1441.688,166096,159744000,-1342.092545,993.850000,110803.47,2.748991,99.33,0.67
1471.704,168445,162299904,-1291.453440,1000.000000,110280.25,2.650861,99.49,0.51
1501.750,171286,164847616,-1209.362792,1000.000000,109770.33,2.600851,99.23,0.77
1531.789,173724,167370752,-1144.103703,999.160000,109264.90,2.628057,99.47,0.53
1561.791,176083,169885696,-1127.489077,1000.000000,108776.20,2.574804,99.45,0.55
1591.853,178862,172335104,-1083.874202,1000.000000,108260.66,2.602637,99.32,0.68
1621.940,181160,174841856,-1040.143832,1000.000000,107797.97,2.571110,99.48,0.52
1652.009,183631,177315840,-1001.229924,1000.000000,107333.46,2.551908,99.43,0.57
1682.076,185968,179855360,-932.982704,998.950000,106924.64,2.548688,99.66,0.34
1712.077,188735,182386688,-860.023181,1000.000000,106529.49,2.425483,99.89,0.11
1742.126,191280,184926208,-795.289222,1000.000000,106149.72,2.456190,99.96,0.04
1772.149,193610,187482112,-731.606833,1000.000000,105793.64,2.391222,99.87,0.13
1802.204,196414,189980672,-656.652477,1000.000000,105415.75,2.296844,99.89,0.11
1832.283,198919,192528384,-574.755068,1000.000000,105075.69,2.311530,99.92,0.08
1862.377,201262,195084288,-499.858488,1000.000000,104750.17,2.275562,99.79,0.21
1892.415,204085,197615616,-427.491211,1000.000000,104425.11,2.213466,99.93,0.07
1922.479,206503,200130560,-357.006175,1000.000000,104100.28,2.177922,99.96,0.04
1952.510,208878,202653696,-278.315247,1000.000000,103791.38,2.135057,99.87,0.13
1982.568,211722,205201408,-205.760275,1000.000000,103502.84,2.087916,99.96,0.04
2012.637,214110,207773696,-135.375948,1000.000000,103234.54,2.050406,99.96,0.04
2042.644,216616,210337792,-76.259965,1000.000000,102973.30,1.992727,99.88,0.12
2072.721,219021,212901888,-23.134294,1000.000000,102716.14,1.946146,100.00,0.00
2102.802,221774,215449600,59.220380,1000.000000,102458.32,1.882096,100.00,0.00
2132.889,224353,218021888,140.817904,1000.000000,102219.06,1.847544,99.92,0.08
2162.950,226737,220610560,226.383160,1000.000000,101995.23,1.790387,100.00,0.00
2193.008,229551,223141888,297.785664,1000.000000,101751.54,1.714871,99.96,0.04
2223.032,232081,225714176,380.465720,1000.000000,101534.37,1.724182,99.92,0.08
2253.106,234453,228286464,434.172741,1000.000000,101320.78,1.697207,100.00,0.00
2283.145,237289,230817792,489.488870,1000.000000,101096.41,1.660611,99.86,0.14
2313.245,239781,233381888,549.162438,1000.000000,100889.37,1.683250,99.92,0.08
2343.322,242167,235962368,605.388967,1000.000000,100695.68,1.672525,100.00,0.00
2373.394,245008,238526464,654.290024,1000.000000,100500.14,1.667808,99.96,0.04
2403.482,247481,241098752,677.311799,1000.000000,100312.29,1.696099,100.00,0.00
2433.539,249926,243679232,688.222851,1000.000000,100133.70,1.692531,100.00,0.00
2463.604,252750,246226944,697.466187,1000.000000,99945.83,1.725738,100.00,0.00
2493.660,255133,248799232,721.242435,1000.000000,99772.70,1.780059,100.00,0.00
2523.669,257529,251232256,728.582849,1000.000000,99550.42,1.810633,100.00,0.00
2553.700,259659,253534208,734.901833,1000.000000,99281.12,1.826765,99.91,0.09
2583.809,262252,255827968,751.051678,1000.000000,99011.96,1.792283,99.96,0.04
2613.891,264530,258129920,745.007291,1000.000000,98753.14,1.841447,99.91,0.09
2643.995,266642,260407296,763.038391,1000.000000,98490.09,1.837958,99.95,0.05
2674.017,269204,262676480,794.608226,1000.000000,98232.90,1.801237,100.00,0.00
2704.098,271288,264953856,827.783327,1000.000000,97982.34,1.808456,100.00,0.00
2734.138,273577,267247616,868.281158,1000.000000,97744.74,1.812730,100.00,0.00
2764.234,275713,269549568,893.774632,1000.000000,97513.28,1.792096,99.95,0.05
2794.279,278289,271826944,922.576475,1000.000000,97279.82,1.785952,100.00,0.00
2824.284,280528,274112512,952.619055,1000.000000,97055.57,1.824766,100.00,0.00
2854.385,282608,276365312,988.687654,1000.000000,96821.33,1.831206,99.95,0.05
2884.474,285197,278626304,995.239601,1000.000000,96595.18,1.837808,99.96,0.04
2914.569,287273,280928256,1008.581824,1000.000000,96387.57,1.809027,99.90,0.10
2944.580,289571,283197440,1034.365334,1000.000000,96175.84,1.787275,99.96,0.04
2974.592,291662,285491200,1089.977912,1000.000000,95976.59,1.725398,99.95,0.05
3004.608,294241,287760384,1147.058937,1000.000000,95773.01,1.676400,100.00,0.00
3034.652,296512,290127872,1210.665007,1000.000000,95604.99,1.685161,100.00,0.00
3064.677,298789,292511744,1264.624171,1000.000000,95446.19,1.659847,100.00,0.00
3094.703,301001,294887424,1280.809883,1000.000000,95287.80,1.654791,100.00,0.00
3124.734,303609,297254912,1296.251373,1000.000000,95129.68,1.638276,99.96,0.04
3154.821,305991,299622400,1319.556707,1000.000000,94972.88,1.625741,99.96,0.04
3184.912,308167,301989888,1340.429490,1000.000000,94818.90,1.664576,100.00,0.00
3214.994,310836,304357376,1376.330114,1000.000000,94668.09,1.615708,100.00,0.00
3245.056,313142,306741248,1416.750707,1000.000000,94525.72,1.628504,100.00,0.00
3275.074,315382,309141504,1461.107061,1000.000000,94392.23,1.614740,100.00,0.00
3305.087,318059,311492608,1488.957246,1000.000000,94246.41,1.582555,99.96,0.04
3335.170,320172,313851904,1535.313571,1000.000000,94103.73,1.556916,100.00,0.00
3365.178,322563,316219392,1569.116942,1000.000000,93968.10,1.536298,100.00,0.00
3395.199,324732,318578688,1601.413932,1000.000000,93832.10,1.489723,100.00,0.00
3425.284,327400,320921600,1620.604670,1000.000000,93691.97,1.433941,100.00,0.00
3455.354,329703,323289088,1661.909404,1000.000000,93561.78,1.397722,100.00,0.00
3485.372,331924,325689344,1687.250341,1000.000000,93444.64,1.359395,100.00,0.00
3515.472,334605,328073216,1707.598470,1000.000000,93322.67,1.362221,100.00,0.00
3545.542,336772,330440704,1721.556858,1000.000000,93198.94,1.349469,100.00,0.00
3575.591,339161,332824576,1743.376787,1000.000000,93082.41,1.335173,100.00,0.00
3605.675,341372,335216640,1771.223518,1000.000000,92969.19,1.305840,100.00,0.00
3635.725,344022,337575936,1800.618805,1000.000000,92849.69,1.273138,100.00,0.00
3665.805,346381,339976192,1814.521205,1000.000000,92742.58,1.258962,100.00,0.00
3695.826,348582,342343680,1833.620079,1000.000000,92629.81,1.228618,100.00,0.00
3725.867,351230,344702976,1850.966821,1000.000000,92516.17,1.199317,100.00,0.00
3755.961,353415,347078656,1862.293666,1000.000000,92407.41,1.220253,99.95,0.05
3786.057,355772,349454336,1877.190393,1000.000000,92300.34,1.191172,100.00,0.00
3816.160,357965,351830016,1890.925887,1000.000000,92194.79,1.178990,100.00,0.00
3846.198,360626,354205696,1913.191583,1000.000000,92092.43,1.151113,100.00,0.00
3876.238,362981,356581376,1911.630337,1000.000000,91991.61,1.132227,100.00,0.00
3906.340,365179,358981632,1932.241860,1000.000000,91897.19,1.137108,100.00,0.00
3936.386,367840,361340928,1946.187853,1000.000000,91795.09,1.076920,100.00,0.00
3966.413,370101,363724800,1946.760757,1000.000000,91701.20,1.044391,100.00,0.00
