time_s,episodes_done,total_steps,avg_return_window,avg_len_window,fps,mean_vx_b,timeout_pct,non_timeout_pct
30.029,1577,6864896,-82.678110,764.460000,228607.47,-0.000191,0.00,100.00
60.049,10680,14000128,-67.489623,825.330000,233145.09,0.000251,81.68,18.32
90.050,19363,21127168,-62.734744,814.430000,234616.80,0.000411,79.92,20.08
120.058,27769,28270592,-78.768768,807.780000,235473.58,0.000201,78.95,21.05
150.085,35867,35315712,-81.727029,875.340000,235304.55,-0.001411,78.94,21.06
180.102,43896,42401792,-85.031014,821.700000,235432.02,-0.000525,77.62,22.38
210.132,52004,49512448,-51.869607,835.580000,235625.81,-0.000354,78.99,21.01
240.145,58268,56229888,-87.719842,857.860000,234150.10,0.000251,73.37,26.63
270.156,65834,62758912,-118.181765,905.260000,232306.48,-0.000442,79.48,20.52
300.167,71818,67911680,-104.633659,912.700000,226246.35,0.001421,79.95,20.05
330.208,76824,72777728,-96.557890,877.130000,220399.68,0.001809,75.51,24.49
360.258,82470,77594624,-60.975122,896.080000,215386.50,-0.000407,78.93,21.07
390.303,87931,82206720,-15.661489,848.780000,210622.71,0.000448,79.05,20.95
420.374,90969,85270528,30.836728,973.860000,202844.30,-0.075072,77.49,22.51
450.380,93613,88317952,276.739677,1000.000000,196096.61,-0.039321,99.36,0.64
480.384,97062,91357184,714.424393,1000.000000,190175.19,0.062321,99.97,0.03
510.423,99904,94363648,1339.727554,1000.000000,184873.56,0.407998,100.00,0.00
540.455,102584,97378304,1883.874939,1000.000000,180178.43,0.683202,99.93,0.07
570.478,106186,100343808,2007.994615,996.470000,175894.33,0.693626,99.69,0.31
600.536,108767,103350272,2368.604442,1000.000000,172096.77,0.920539,99.26,0.74
630.619,111611,106405888,3193.616135,1000.000000,168732.40,1.063704,99.86,0.14
660.670,115167,109379584,3613.262922,997.190000,165558.63,1.136508,99.63,0.37
690.716,117742,112394240,3726.712312,995.070000,162721.44,1.152745,99.34,0.66
720.744,121422,115335168,3156.611677,851.360000,160022.38,0.940014,89.43,10.57
750.748,124434,118284288,2558.762962,962.910000,157555.30,0.750160,88.05,11.95
780.825,127050,121298944,1950.681728,924.930000,155347.24,0.673865,87.81,12.19
810.909,130941,124280832,2362.091334,966.460000,153261.11,0.553980,92.47,7.53
840.988,134022,127336448,1367.670305,911.540000,151413.00,0.561622,83.64,16.36
871.055,136796,130138112,1389.303377,904.630000,149402.80,0.647576,76.54,23.46
901.130,140372,132923392,1675.578472,946.410000,147507.50,0.790543,81.55,18.45
931.202,142961,135725056,2115.447222,951.230000,145752.54,0.995718,81.16,18.84
961.206,145602,138485760,2925.208254,965.410000,144075.02,1.166638,86.86,13.14
991.276,149464,141221888,3298.774232,875.440000,142464.74,1.143160,80.53,19.47
1021.296,153044,143990784,1708.962932,558.170000,140988.25,0.942769,57.37,42.63
1051.316,156741,146767872,2312.738609,743.890000,139603.93,0.917214,50.85,49.15
1081.408,161009,149512192,2097.670988,679.480000,138257.00,0.978283,56.24,43.76
1111.438,164491,152322048,2149.321446,836.310000,137049.50,0.981165,56.12,43.88
1141.499,167557,155115520,2326.966657,817.280000,135887.59,0.841365,67.74,32.26
1171.506,171104,157892608,2141.865503,879.910000,134777.46,0.895183,75.64,24.36
1201.589,174153,160694272,2841.276569,938.810000,133734.81,1.168205,81.60,18.40
1231.677,176780,163504128,3828.832852,946.950000,132749.17,1.350146,87.02,12.98
1261.736,180019,166281216,3990.028308,974.110000,131787.62,1.471321,90.49,9.51
1291.793,182799,169099264,4650.931935,984.690000,130902.78,1.572321,94.28,5.72
1321.877,185438,171900928,4870.965322,980.230000,130043.04,1.725033,90.76,9.24
1351.926,188589,174669824,5250.388933,996.260000,129200.71,1.888848,95.11,4.89
1382.012,191251,177430528,5638.818689,998.790000,128385.68,1.988770,96.51,3.49
1412.037,194003,180224000,5795.811409,1000.000000,127634.02,2.050537,97.46,2.54
1442.039,196996,183009280,5868.170406,996.610000,126910.08,2.070655,98.23,1.77
1472.079,199691,185819136,5736.802954,981.110000,126229.03,2.127814,98.07,1.93
1502.099,202479,188620800,5918.963298,991.800000,125571.52,2.157185,96.95,3.05
1532.122,205519,191422464,6066.531497,992.140000,124939.46,2.172220,97.80,2.20
1562.170,208172,194240512,6099.224423,990.020000,124340.21,2.208806,96.91,3.09
1592.231,211016,197017600,6248.738549,991.550000,123736.84,2.234408,97.01,2.99
1622.284,214030,199819264,6232.224609,979.080000,123171.54,2.242501,96.88,3.12
1652.367,216655,202604544,6300.397036,988.750000,122614.70,2.265081,96.84,3.16
1682.414,219493,205381632,6363.348942,981.530000,122075.58,2.286661,97.15,2.85
1712.461,222453,208150528,6546.888660,995.540000,121550.51,2.315246,97.53,2.47
1742.532,225093,210960384,6524.522307,985.880000,121065.46,2.346374,97.39,2.61
1772.560,227928,213737472,6606.422225,993.070000,120581.27,2.355690,97.99,2.01
1802.604,230923,216514560,6716.389861,993.900000,120112.12,2.355072,96.73,3.27
1832.610,233596,219316224,6780.329019,997.410000,119674.23,2.384620,95.77,4.23
1862.667,236478,222093312,6701.965602,987.480000,119234.02,2.389905,96.88,3.12
1892.753,239416,224862208,6796.473294,984.890000,118801.67,2.427763,96.49,3.51
1922.767,242077,227647488,6926.616221,996.890000,118395.78,2.479937,96.20,3.80
