time_s,episodes_done,total_steps,avg_return_window,avg_len_window,fps,mean_vx_b,timeout_pct,non_timeout_pct
30.012,1028,4734976,-15.221064,545.990000,157769.65,0.002394,0.00,100.00
60.042,8450,9117696,-37.951180,532.090000,151856.39,-0.001870,86.33,13.67
90.084,10505,13467648,-101.450763,760.370000,149500.82,0.000348,43.21,56.79
120.127,17211,17612800,-94.082005,731.030000,146617.97,0.000993,86.40,13.60
150.173,19670,21430272,-66.771614,797.490000,142704.27,0.001277,58.54,41.46
180.198,25616,24944640,-18.225209,774.840000,138429.32,0.000675,85.61,14.39
210.268,28202,28721152,-43.592397,864.210000,136593.02,-0.001349,63.81,36.19
240.319,30969,32399360,-141.748346,917.680000,134818.31,-0.002178,65.70,34.30
270.383,36452,35962880,-63.889348,873.180000,133007.00,0.001768,85.80,14.20
300.442,39636,39772160,-142.738896,871.850000,132378.82,0.000339,71.07,28.93
330.470,44835,43417600,-135.655883,867.930000,131381.23,0.000443,83.70,16.30
360.479,48257,47218688,-65.821885,886.470000,130988.76,0.000739,72.97,27.03
390.503,53223,50987008,-88.864019,864.030000,130567.67,0.002139,82.00,18.00
420.579,56900,54779904,-111.307591,913.120000,130248.84,-0.000319,73.80,26.20
450.642,61639,58548224,-144.934438,870.110000,129921.72,0.000307,80.73,19.27
480.710,65355,62226432,-110.469462,896.690000,129446.94,-0.000975,75.14,24.86
510.764,69897,65757184,-86.428428,864.340000,128742.86,-0.000933,80.57,19.43
540.772,73393,69369856,-84.053073,914.020000,128279.34,-0.001264,75.14,24.86
570.800,77069,72941568,-79.089293,896.190000,127788.21,0.001825,76.85,23.15
600.853,81479,76619776,-136.825887,880.900000,127518.36,0.000608,80.84,19.16
630.907,85404,80355328,-84.344483,892.810000,127364.81,0.001311,76.89,23.11
660.961,89065,83320832,-47.033168,851.290000,126060.23,-0.013466,77.84,22.16
691.031,91490,85737472,50.409813,989.030000,124071.75,-0.102374,81.28,18.72
721.071,93541,88145920,263.699497,1000.000000,122243.06,-0.043220,99.51,0.49
751.147,96313,90562560,532.531491,1000.000000,120565.63,0.017048,100.00,0.00
781.185,98892,93028352,913.832906,1000.000000,119086.12,0.191330,100.00,0.00
811.257,100977,95477760,1375.880844,1000.000000,117691.12,0.511590,100.00,0.00
841.295,103149,97902592,1889.637665,1000.000000,116371.33,0.718429,99.91,0.09
871.338,106175,100302848,2080.945099,1000.000000,115113.58,0.498443,99.87,0.13
901.391,108414,102760448,2153.119038,1000.000000,114002.07,0.654629,99.82,0.18
